tipologradouro_1,tipologradouro_2,logradouro_1,logradouro_2,bairro_1,bairro_2,municipio_1,municipio_2,rua,bairro
AVENIDA,AVENIDA,DR SILVA MELO,DR SILVA MELO,JD MARAJOARA,JD MARAJOARA,SAO PAULO,SAO PAULO,1,1
,,BRAS DA ROCHA,R BRAS DA ROCHA,JARDIM IPORANGA,JD IPORANGA,SAO PAULO,SAO PAULO,1,1
RUA,RUA,SAMANA,SAMANA,PARQUE SAO JOSE,PARQUE SAO JOSE,SAO PAULO,SAO PAULO,1,1
,,DAS PEROBAS,RUA PEROBAS VERDES,JARDIM PORTO VELHO,JARDIM NORONHA,SAO PAULO,SAO PAULO,1,0
,RUA,ANDERSON,ANDERSON,JARDIM ALMEIDA,JD ALMEIDA,SAO PAULO,SAO PAULO,1,1
,,R DOS COMPASSOS,RUA DOS COMPASSOS,JD. KAGOHARA,JARDIM KAGOHARA,SAO PAULO,SAO PAULO,1,1
RUA,RUA,RUA LICINIO FELINE,LICINIO FELINI VIELA 2,JD ARACATI,JD BANDEIRANTES,SAO PAULO,SAO PAULO,1,0
,,AECIO NEVES,RUA AECIO NEVES,VILA DO SOL,VILA DO SOL,SAO PAULO,SAO PAULO,1,1
,RUA,DOUTOR HOMEM DE MELO,HOMEM DE MELO,PERDIZES,PERDIZES,SAO PAULO,SAO PAULO,1,1
RUA,,WANDERLEY,VANDERLEI,PERDIZES,PERDIZES,SAO PAULO,SAO PAULO,1,1
,,RUA MONTEIRO DE MELO,MONTEIRO DE MELLO,LAPA,LAPA,SAO PAULO,SAO PAULO,1,1
,,RUA FELISBINO DOS SANTOS,FELISBINO DOS SANTOS,JD FELICIDADE,PIRITUBA,SAO PAULO,SAO PAULO,1,0
,,DELFINO DE MELLO,DELFINO DE MELO,JARDIM SANTA MONICA,PIRITUBA,SAO PAULO,SAO PAULO,1,0
RUA,,CURRUIRA,CURRUIRA,JARAGUA,VILA AURORA,SAO PAULO,SAO PAULO,1,0
,RUA,VASCO BALBOA,VASCO BALBOA,JARDIM IPANEMA ZON,SAO PAULO,SAO PAULO,SAO PAULO,1,0
RUA,,GAVIAO,GAVIAO,RECANTO PARAISO,R DO PARAISO,SAO PAULO,SAO PAULO,1,1
,,DR JOSE MARIA WHITAKER,DR. JOSE MARIA WHITAKER,VILA SONIA,MORUMBI,SAO PAULO,SAO PAULO,1,0
RUA,RUA,FORTE WILLIAM,FORTE WILLIAM,JD FONTE DO MORUMB,,SAO PAULO,SAO PAULO,1,0
RUA,RUA,CELSO RAMOS,CELSO RAMOS,VILA ANDRADE,VILA ANDRADE,SAO PAULO,SAO PAULO,1,1
,RUA,DOMINGOS ATAIDE,DOMINGOS ATAIDE,VILA ANDRADE,PARQUE REBOUCAS,SAO PAULO,SAO PAULO,1,0
RUA,RUA,FORTE DA BARRA,FORTE DA BARRA,,JARDIM SANTA EFIGEN,SAO PAULO,SAO PAULO,1,0
RUA,RUA,DOUTOR OSVALDO MELLONE,R DR OSVALDO MELLONE,VILA PREL,VILA PREL,SAO PAULO,SAO PAULO,1,1
OUTROS,RUA,FRANCISCO CAMINHOA,FRANCISCO CAMINHOA,MITSUTANI,JARDIM MITSUTANI,SAO PAULO,SAO PAULO,1,1
,,JOSE JOSAFA DE ARAUJO,R JAIME FINGERMAN,CHACARA SANTANA,PQ STO ANTONIO,SAO PAULO,SAO PAULO,0,0
,,GERALDO BETING,GERALDO BETING,JD GERMANIA,JARDIM GERMANIA,SAO PAULO,SAO PAULO,1,1
RUA,,JULES BORDET,R JULES BORDET,JARDIM DUPRAT,JARDIM DUPRAT,SAO PAULO,SAO PAULO,1,1
,,SERRO ALEGRE,CERRO ALEGRE,PQ MARIA HELENA,PARQUE MARIA HELENA,SAO PAULO,SAO PAULO,1,1
,RUA,ALFREDO LORENZ,ELIAN ZAYAT,PARQUE LIGIA,JARDIM IRACEMA,SAO PAULO,SAO PAULO,0,0
,RUA,ALVARO FERREIRA,ALVARO FERREIRA,PQ NOVO STO AMARO,PARQUE NOVO,SAO PAULO,SAO PAULO,1,0
,,AV DIONYSIA ALVES BARRETO,AV DIONYSIA ALVES BARRETO,VILA OSASCO,VILA OSASCO,OSASCO,OSASCO,1,1
,,APOSTOLO FELIPE,APOSTOLO FELIPE,JD CONCEICAO,JD CONCEICAO,OSASCO,OSASCO,1,1
,,DAS PALMAS,ESTRADA DAS PALMAS,METALURGICOS,METALURGICOS,OSASCO,OSASCO,1,1
RUA,,MARIA EMILIA NEVES FERRO,D. MARIA EMILIA NEVES FERRO SILVA,JD PADROEIRA,JD. PADROEIRA I,OSASCO,OSASCO,1,1
RUA,,JORGE VITOR SILVA,JORGE VITOR SILVA,JARDIM ROBERTO,JARDIM ROBERTO,OSASCO,OSASCO,1,1
,RUA,R JOAO MENDES DOMINGUES,JOAO MENDES DOMINGUES,PQ. JANDAIA,PARQUE JANDAIA,CARAPICUIBA,CARAPICUIBA,1,1
,,AV ANSELMO CUPINI,ANSELMO CUPINI,PARQUE JANDAIA,PQ JANDAIA,CARAPICUIBA,CARAPICUIBA,1,1
,,R AGRONOMICA,RUA AGRONOMICA,JD TONATO,JARDIM TONATO,CARAPICUIBA,CARAPICUIBA,1,1
,RUA,R GRANITO,GRANITO,JARDIM DOS CAMARGOS,JD DOS CAMARGOS,BARUERI,BARUERI,1,1
AVENIDA,,JULIO FELTSHER,JULIO FELTSCHER,JD JULIO,JD JULIO,BARUERI,BARUERI,1,1
,,GABRIELA,R GABRIELA,PQ DO LAGO,PARQUE DOS LAGOS,JANDIRA,JANDIRA,1,1
,,RUA ITAPIRANGA,ITAPIRANGA,,NSA DE FATIMA,JANDIRA,JANDIRA,1,0
,,ALICANTE,DA TERNURA,MIGUEL MIRIZOLA,JD COTIA,COTIA,COTIA,0,0
RUA,OUTROS,MASCARENHAS HOMEM,MASCARENHA HOMEM,GRANJA VIANA,GRANJA VIANA,COTIA,COTIA,1,1
,,DOS CANGURUS,DOS CANGURUS,JARDIM DO ENGENHO,JD DO ENGENHO,COTIA,COTIA,1,1
,RUA,JOAQUIM SANTOS LEITE,JOAQUIM SANTOS LEITE,JD BARRO BRANCO,JARDIM BARRO BRANCO,COTIA,COTIA,1,1
,,ESTRADA BENEDITO CESARIO DE OLIVEIRA,BENEDITO CESARIO DE OLIVEIRA,JD RECORD,ARRAIAL PAULISTA,TABOAO DA SERRA,TABOAO DA SERRA,1,0
RUA,,TATUI,TATUI,JD DOM JOSE,JD DOM JOSE,EMBU DAS ARTES,EMBU DAS ARTES,1,1
,RUA,PORTUGUESA,PORTUGUESA,VILA ENDRES,VILA ENDRES,GUARULHOS,GUARULHOS,1,1
,,RUA DOM MACEDO DA COSTA,DOM MACEDO DA COSTA,J FLOR DA MONTANHA,JARDIM SANTA MENA,GUARULHOS,GUARULHOS,1,0
,,CHIQUINHA GONZAGA,CHIQUINHA GONZAGA,JD PARAVENTI,JARDIM PARAVEN,GUARULHOS,GUARULHOS,1,1
AVENIDA,,ARACAJU,CLEUZA MARIA BARBOSA DE OLIVEIRA,SANTA RITA,JD SANTA RITA,GUARULHOS,GUARULHOS,0,1
,,NELSON RAMOS,R SAO BENTO DO TRAIRI,JD SAO JOAO,JD NOVO PORTUGAL,GUARULHOS,GUARULHOS,0,0
,,R DA PASSAGEM,DA PASSAGEM,JD LENISE,JARDIM LENISE,GUARULHOS,GUARULHOS,1,1
,,BARRA DOS MENDES,BARRA DOS MENDES,,LAVRAS,GUARULHOS,GUARULHOS,1,0
,,VITORIA DA CONQUISTA,R VITORIA DA CONQUISTA,JD PRESIDENTE DUTRA,JD PRESIDENTE DUTRA,GUARULHOS,GUARULHOS,1,1
,RUA,R DAS VIOLETAS JD DOS EUCALIPTOS,DAS VIOLETAS,SERPA,JD EUCALIPTOS,CAIEIRAS,CAIEIRAS,1,0
,,R PERICLES,PERICLES,JARDIM DOS REIS,JARDIM DOS REIS,FRANCO DA ROCHA,FRANCO DA ROCHA,1,1
RUA,RUA,CUIABA,CUIABA,VL LANFRANCHI,VILA LANFRANCHI,FRANCO DA ROCHA,FRANCO DA ROCHA,1,1
,,ANA SIERRA DINIZ,ANA SIERRA DINIZ,MONTE VERDE,PQ MONTE VERDE,FRANCO DA ROCHA,FRANCO DA ROCHA,1,1
,RUA,BAHIA,BAHIA,PQ 120,PQ 120,FRANCISCO MORATO,FRANCISCO MORATO,1,1
,,R JOSE ORTIZ SANCHES,R JOSE ORTIZ SANCHES,RECANTO FELIZ,RECANTO FELIZ,FRANCISCO MORATO,FRANCISCO MORATO,1,1
OUTROS,TRAVESSA,FRANCISCO FRIZZO,FRANCISCO FRIZZO,BELEM CAPELA,BELEM CAPELA,FRANCISCO MORATO,FRANCISCO MORATO,1,1
,,R SALVADOR DE MEDEIROS,R SALVADOR DE MEDEIROS,SAO MIGUEL PAULISTA,SAO MIGUEL PAULISTA,SAO PAULO,SAO PAULO,1,1
,,MANOEL DOS SANTOS BRAGA,AV MANOEL DOS SANTOS BRAGA,LIMOEIRO,LIMOEIRO,SAO PAULO,SAO PAULO,1,1
,,RIO CRICIUMA,CARLOS DRUMOND DE ANDRADE,UNIAO DE VILA NOVA,UNIAO DE VL NOVA,SAO PAULO,SAO PAULO,0,1
,,MARFIM VEGEGETAL,MARFIM VEGETAL,SAO MIGUEL PAULISTA,JD MAIA,SAO PAULO,SAO PAULO,1,0
,,R VALSA DOS CASAIS,VALSA DOS CASAIS,FAZ ITAIM,FAZ ITAIM,SAO PAULO,SAO PAULO,1,1
OUTROS,,JOSE ALVES COELHO,R JOSE ALVES COELHO,JD NELIA,ITAIM PAULISTA,SAO PAULO,SAO PAULO,1,0
,,R BIAGIO MARINE,RUA BIAGIO MARINI,JD DOS CARMELITAS,JARDIM DAS CARMELIT,SAO PAULO,SAO PAULO,1,1
,,GENGIBIRA,RUA GENGIBIRA,CID LIDER,CIDADE LIDER,SAO PAULO,SAO PAULO,1,1
,,MANUEL CHAVES,MANUEL CHAVES,JD RODOLFO PIRANI,JARDIM RODOLFO PIRA,SAO PAULO,SAO PAULO,1,1
,,TRAVESSA PAINEIRA VELHA,PAINEIRA VELHA,JARDIM DA CONQUISTA,JARDIM DA CONQUISTA,SAO PAULO,SAO PAULO,1,1
,RUA,JOAO GILMAR,JOAO GILMAR,JD VILA BELA,JARDIM NOVA CONQUI,SAO PAULO,SAO PAULO,1,0
,,GABRIELE MARTINENGO,R GABRIELE MARTINENGO,JARDIM AUGUSTO,JARDIM AUGUSTO,SAO PAULO,SAO PAULO,1,1
,,GERONIMO MARIA COSTA,JOAO DA COSTA VIANA,JARDIM AUGUSTO,JD SAO JOAO,SAO PAULO,SAO PAULO,0,0
,TRAVESSA,FORTUNATO MAGI,FORTUNATO MAGI,SAO MATEUS,PROMORAR RIO CLARO,SAO PAULO,SAO PAULO,1,0
,,ITABERABA ACU,R ITABERABA ACU,GUAIANAZES,GUAIANAZES,SAO PAULO,SAO PAULO,1,1
,,R ALAMANDA CHEIROSA,MARIA BERNARDES,GUAIANASES,LAGEADO,SAO PAULO,SAO PAULO,0,0
RUA,,ANTONIO VENOSA,ANTONIO VENOSA,CIDADE TIRADENTES,CIDADE TIRADENTES,SAO PAULO,SAO PAULO,1,1
,,LORENZO FIORENTINI,LORENZO FIORENTINI,CONJUNTO HABITACION,CONJUNTO HABITACION,SAO PAULO,SAO PAULO,1,1
,,URUACU,URUACU,JD VIOLETA,JD VIOLETA,POA,POA,1,1
,,RUA ESTELA DE GODOY TODAY,ESTELA DE GODOY TODAY,JD OBELISCO,JD OBELISCO,POA,POA,1,1
,,RAMAL TANAKA,I,RECREIO RIO BONITO,ANA ROSA,SUZANO,SUZANO,0,0
,OUTROS,AV EDMILSON RODRIGUES MARCELINO,EDMILSON RODRIGUES MAR,MIGUEL BADRA,CIDADE MIGUEL,SUZANO,SUZANO,1,0
,,R JOSE CARLOS DE OLIVEIRA,JOAO CARLOS DE OLIVEIRA,RECREIO SERTAOZINHO,RECREIO SERTAOZINHO,SUZANO,SUZANO,0,1
,RUA,MAJOR PINHEIRO FRANCO,R MAJOR PINHEIRO FRANCO,CENTRO,CENTRO,MOGI DAS CRUZES,MOGI DAS CRUZES,1,1
,,VOL FERNANDO PINHEIRO FRANCO,VOLUNTARIO FERNANDO PINHEIRO FRANCO,CENTRO,CENTRO,MOGI DAS CRUZES,MOGI DAS CRUZES,1,1
RUA,OUTROS,GASTAO COSTA,GASTAO COSTA,MOGI MODERNO,MOGI MODERNO,MOGI DAS CRUZES,MOGI DAS CRUZES,1,1
,RUA,ACRE,ACRE,MOGI MODERNO,MOGI MODERNO,MOGI DAS CRUZES,MOGI DAS CRUZES,1,1
,RUA,CEL FRANCISCO AMARO,CORONEL FRANCISCO MARO,CENTRO,CENTRO,SANTO ANDRE,SANTO ANDRE,1,1
OUTROS,RUA,ALVARO ANES,ALVARO LINS,CAMPESTRE,SANTA MARIA,SANTO ANDRE,SANTO ANDRE,1,0
,RUA,R PROFESSOR FERNANDO BORLA,PROFESSOR FERDINANDO BORLA,JD TELLES DE MENEZE,JARDIM TELLES DE ME,SANTO ANDRE,SANTO ANDRE,0,1
RUA,,COSENZA,COSENZA,CAMILOPOLIS,BAIRRO UTINGA,SANTO ANDRE,SANTO ANDRE,1,0
RUA,RUA,ALOIS BINDER,R ALOIS BINDER,JARDIM ZAIRA,JD ZAIRA,MAUA,MAUA,1,1
RUA,,IVO CONSTANT,IVO CONTANTE,JARDIM ESTRELA,BOM RECANTO,MAUA,MAUA,1,0
,,AV JOAO VARIM,AMERICANA,VILA ASSIS,JD HAYDE,MAUA,MAUA,0,0
RUA,RUA,LEME,R LEME,VILA NOVA,RONCON,RIBEIRAO PIRES,RIBEIRAO PIRES,1,0
RUA,,LUIS FIOROTTI,LUIS FIOROTTI,OLIMPICO,OLIMPICO,SAO CAETANO DO SUL,SAO CAETANO DO SUL,1,1
RUA,RUA,AMADEU VEZZARO,AMADEU VEZZARO,MAUA,MAUA,SAO CAETANO DO SUL,SAO CAETANO DO SUL,1,1
,,PROF BENEDITO MEDEZENE,PROFESSOR BENEDITO MEDEZENE,PQ DAS FLORES,DOS CASA,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,1,0
RUA,,SANTA MARTINS,19,ALVARENGA,ORQUIDEAS,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,0,0
RUA,RUA,ALFREDO CALUX,ALFREDO CALUX JD CALUX,JARDIM CALUX,PLANALTO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,1,0
,RUA,ITALIA,ITALIA,JARDIM DAS NACOES,JARDIM DAS NACOES,DIADEMA,DIADEMA,1,1
RUA,,ARAGUAIA,RUA ARAGUAIA,CONCEICAO,VILA CONCEICAO,DIADEMA,DIADEMA,1,1
RUA,RUA,COMENDADOR ALFAIA RODRIGUES,R COMENDADOR ALFAIA RODRIGUES,EMBARE,EMBARE,SANTOS,SANTOS,1,1
RUA,RUA,CAROLINO RODRIGUES,CAROLINO RODRIGUES,BOQUEIRAO,BOQUEIRAO,SANTOS,SANTOS,1,1
,,R MAL JOSE OLINTO DE CARVALHO,MAL JOSE OLINTO CARVALHO,VL BELMIRO,MARAPE,SANTOS,SANTOS,1,0
,,PROFESSOR NELSON ESPINDOLA LBATO,PROFESSOR NELSON ESPINDOLA LOBATO,RADIO CLUBE,RADIO CLUBE,SANTOS,SANTOS,1,1
,,CAMINHO SAO SEBASTIAO,R CAMINHO SAO SEBASTIAO,RADIO CLUBE,RADIO CLUBE,SANTOS,SANTOS,1,1
,,CAMPOS SALES,CAMPOS SALLES,CENTRO,CENTRO,SAO VICENTE,SAO VICENTE,1,1
RUA,,R CARIJOS,R: CARIJOS,PQ SAO VICENTE,JOCKEY CLUB,SAO VICENTE,SAO VICENTE,1,0
RUA,RUA,ERICO VERISSIMO,ERICO VERISSIMO,JOCKEY CLUBE,VILA JOCKEI CLUBE,SAO VICENTE,SAO VICENTE,1,1
RUA,RUA,R HUM,DOUTOR FERNANDO COSTA,VILA VALENCA,VILA VALENCIA,SAO VICENTE,SAO VICENTE,0,1
OUTROS,,PUGLISI,RUA NASCER DO SOL BECO GRACIOSO,VILA ZILDA,PEREQUE,GUARUJA,GUARUJA,0,0
,,VENEZUELA,VENEZUELA,ENSEADA,BALN CID ATLANTICA,GUARUJA,GUARUJA,1,0
,RUA,IRACEMA,IRACEMA,ENSEADA,ENSEADA,GUARUJA,GUARUJA,1,1
,,QUATRO (CIDAMAR),QUATRO (CIDAMAR),PRAIA DO PEREQUE,BALNEARIO PRAIA DO,GUARUJA,GUARUJA,1,0
AVENIDA,AVENIDA,AMAZONAS,AV AMAZONAS,INDAIA,INDAIA,CARAGUATATUBA,CARAGUATATUBA,1,1
,RUA,RUA PROJETADA,BENEDITO RODRIGUES DOS SANTOS,TABATINGA,GETUBA,CARAGUATATUBA,CARAGUATATUBA,0,0
AVENIDA,,PRESIDENTE KENNEDY,AV PRESIDENTE KENNEDY,JARDIM GUILHERMINA,GUILHERMINA,PRAIA GRANDE,PRAIA GRANDE,1,0
RUA,,CARLOS MARTINIANO DE ANDRADE BITENCOUR,R CARLOS MARTINIANO ANDRADE BITENCOURT,AVIACAO,AVIACAO,PRAIA GRANDE,PRAIA GRANDE,1,1
,,AFONSO CHAVES,R AFONSO CHAVES,VILA MIRIM,VILA MARIM,PRAIA GRANDE,PRAIA GRANDE,1,0
,,MANOEL ALVES,TV SAO FRANCISCO DE ASSIS,TUPIRY,CAIERAS,PRAIA GRANDE,PRAIA GRANDE,0,0
RUA,,CARNEIRO DE SOUZA,CARNEIRO DE SOUZA,CENTRO,CENTRO,TAUBATE,TAUBATE,1,1
,,MEXICO,MEXICO,VISTA VERDE,CIDADE VISTA VERDE,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,1,1
,,15 DE JULHO,QUINZE DE JULHO,JARIDM CEREJEIRAS,JD CEREJEIRAS,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,1,1
RUA,RUA,LETONIA,R LETONIA,VILA NAIR,VILA LETONIA,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,1,0
,,MAURO CHAZANAS,TRINTA E QUATRO,CONJUNTO RESIDENCIA,DOM PEDRO II,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,0,0
,,RUA FERNANDO BRAULIO DE MELO,R FERNANDO BRAULIO DE MELO,JARDIM CRUZEIRO DO,CRUZEIRO DO SUL,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,1,1
,,JOAO CARLOS PINTO DA CUNHA,R QUINZE,CAMPO DOS ALEMAES,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,0,1
,,MUNICIPAL DAS CAMPINAS,CAMPINAS,DELTA,CAMPINAS,PINDAMONHANGABA,PINDAMONHANGABA,1,0
,,PARAIBA,RUA PARAIBA,INDUSTRIAL,CIDADE INDUSTRIAL,LORENA,LORENA,1,1
,RUA,FAUSTO PAGETTI,FAUSTO PAGETTI,PLANEJADA I,CIDADE PLANEJADA I,BRAGANCA PAULISTA,BRAGANCA PAULISTA,1,1
,,JOSE DOMINICCI,JOSE DOMINICCI,JD CEDRO,JD MORUMBI,BRAGANCA PAULISTA,BRAGANCA PAULISTA,1,0
RUA,,YOLANDO MALOZZI,YOLANDO MALOZZI,ALVINOPOLIS,ALVINOPOLIS,ATIBAIA,ATIBAIA,1,1
,AVENIDA,OITENTA E UM,CARLOS STELLA NETTO,PQ OZIEL,JD MONTE CRISTO,CAMPINAS,CAMPINAS,0,0
,RUA,DALIA,AMALIA BALESTRI,CHAC BOM J PIRAPORA,CHACARAS CRUZEIRO D,CAMPINAS,CAMPINAS,0,0
,,MARIA FELIX PENTEADO,R MARIA FELIX PENTEADO,JD URUGUAI,JD URUGUAY,CAMPINAS,CAMPINAS,1,1
RUA,,AGLAIR BURATTO VILLAS BOAS,AGLAIR BURATTO VILLAS BOAS,LOTEAMENTO RESIDENC,RES VILLA BELLA,CAMPINAS,CAMPINAS,1,0
RUA,,PIO DENADAI,R PIO DENADAI,JD JOAO PAULO II,JOAO PAULO II,SUMARE,SUMARE,1,1
,,PAULO CONRADO DE LIMA,R MARCOS DUTRA PEREIRA,JD DENADAI,PQ BANDEIRANTES,SUMARE,SUMARE,0,0
RUA,,21 DE FEVEREIRO,R VINTE E UM DE FEVEREIRO,JD MIRANTE,JARDIM MIRANTE DE S,HORTOLANDIA,HORTOLANDIA,1,0
RUA,RUA,SIRIEMA,SIRIEMA,JARDIM ITAPOAN,JARDIM ITAPUAN,MONTE MOR,MONTE MOR,1,1
RUA,,ADOLFO JOAO MARQUESIN,RUA ADOLFO JOAO MARQUESIN,IVOTURUCAIA,IVOTURUCAIA,JUNDIAI,JUNDIAI,1,1
,AVENIDA,NAMI AZEM,NAMI AZEM,COLONIA,NUCL COL B DE JUNDI,JUNDIAI,JUNDIAI,1,0
,,JOAO THOMAZINI,R JOAO THOMAZINI,JARDIM MEXICO,JD MEXICO,ITATIBA,ITATIBA,1,1
RUA,,ANTONIO FREDERICO OZANAN,AGOSTIM CAPOVILLA,VL TEGANI,BOM RETIRO I,VALINHOS,VALINHOS,0,0
,,FELICIDADE,AV FELICIDADE,CIDADE NOVA,CIDADE NOVA,ITU,ITU,1,1
OUTROS,RUA,CRISTOVAO DINIZ,CRISTOVAO DINIZ,JD DO ESTADIO,JD DO ESTADIO,ITU,ITU,1,1
,RUA,EZEQUIEL MANTOANELLI,R EZEQUIEL MANTOANELLI,JD ELDORADO,JARDIM ELDORADO,INDAIATUBA,INDAIATUBA,1,1
,,INACIO DA CUNHA CALDEIRA,IGNACIO DA CUNHA CALDEIRA,VILA FATIMA,NOSSA SENHORA DE FA,PIRACICABA,PIRACICABA,1,1
AVENIDA,,CARLOS MARTINS SODERO,CARLOS MARTINS SODERO,VILA INDEPENDENCIA,VILA INDEPENDENCIA,PIRACICABA,PIRACICABA,1,1
,,ROD LUIZ DE QUEIROZ,JOSE MILITAO,UNILESTE,PETROPOLIS,PIRACICABA,PIRACICABA,0,0
RUA,,R BELO HORIZONTE,BELO HORIZONTE,CIDADE NOVA,PLANALTO DO SOL,SANTA BARBARA D'OESTE,SANTA BARBARA D'OESTE,1,0
RUA,,BELGICA,BELGICA,JARDIM EUROPA,JARDIM EUROPA,SANTA BARBARA D'OESTE,SANTA BARBARA D'OESTE,1,1
,,DO ESTANHO,DO ESTANHO,MOLLON,MOLLON IV,SANTA BARBARA D'OESTE,SANTA BARBARA D'OESTE,1,1
,,DOM PEDRO II,PADRE MANOEL DA NOBREGA,CONSERVA,SANTA CATARINA,AMERICANA,AMERICANA,0,0
,,COLONIA,COLONIA,PQ RES ROLAND,JD. ALVORADA,LIMEIRA,LIMEIRA,1,0
,AVENIDA,SAO SEBASTIAO,SAO SEBASTIAO,VL CAMARGO,VILA CAMARGO,LIMEIRA,LIMEIRA,1,1
AVENIDA,,38,38,VILA OPERARIA,SANTANA,RIO CLARO,RIO CLARO,1,0
,,R 8 MP,AVENIDA 74 A,MAE PRETA,VILA SAO MIGUEL,RIO CLARO,RIO CLARO,0,0
RUA,,JORGE TIBIRICA,JORGE TIBIRICA,JARDIM CENTENARIO,CENTENARIO,SAO CARLOS,SAO CARLOS,1,1
RUA,,PROFESSOR JOSE FERTRAZ CAMARGO,PROFESSOR JOSE FERRAZ CAMARGO,VILA CELINA,VILA CELINA,SAO CARLOS,SAO CARLOS,1,1
,,IRINEU CARROCCI,IRINEU CARROCCI,JARDIM JOSE OMETTO,JOSE OMETTOIV,ARARAS,ARARAS,1,0
RUA,RUA,ANIBAL LOPES DA SILVA,ANIBAL LOPES DA SILVA,RESIDENCIAL BOSQUE,BOSQUE VERSALHES,ARARAS,ARARAS,1,0
,,R ADELINO GOMES CAETANO,RUA ADELINO GOMES CAETANO,BELA VISTA,CENTRO,LEME,LEME,1,0
RUA,RUA,R CESAR ABUD,CESAR ABUD,JARDIM BANDEIRANTES,JARDIM BANDEIRANTES,MOGI-GUACU,MOGI-GUACU,1,1
,,CUSTODIO SILVA NETO,CUSTODIO SILVA NETO,JD CHAPARRAL,JARDIM CHAPARRAL,MOGI-GUACU,MOGI-GUACU,1,1
,,CAP JOSE ALEXANDRE,CARLOS BACKSTRON,CENTRO,JD BELA VISTA,SAO JOAO DA BOA VISTA,SAO JOAO DA BOA VISTA,0,0
RUA,RUA,GRANGHELLI,ABRUCEZI,NUCLEO URBANO PARQU,PQ ANA HELENA,JAGUARIUNA,JAGUARIUNA,0,0
RUA,RUA,DO PROFESSOR,RUA DO PROFESSOR,JARDIM S LUIZ,JARDIM SAO LUIZ,RIBEIRAO PRETO,RIBEIRAO PRETO,1,1
RUA,,SERGIO BALDUINO,ERNESTO DE PAULA VEIGA,JD ARLINDO LAGUNA,PLANALTO VERDE,RIBEIRAO PRETO,RIBEIRAO PRETO,0,0
,,RUA ANGRA DOS REIS,RUA ANGRA DOS REIS,VILA HIPICA,JARDIM SALGADO FILH,RIBEIRAO PRETO,RIBEIRAO PRETO,1,0
RECANTO,RUA,ANGELO BELONI,ANGELO BELONI,PARQUE BANDEIRANTES,PQ DOS BANDEIRANTES,RIBEIRAO PRETO,RIBEIRAO PRETO,1,1
,RUA,ANTONINO PAGANO,ANTONINO PAGANO,IGUATEMI,BAIRRO IGUATEMI,RIBEIRAO PRETO,RIBEIRAO PRETO,1,1
RUA,,DOS TUPINAMBAS,DOS TUPINAMBAS,JD MARTINS,JARDIM MARTINS,FRANCA,FRANCA,1,1
,,SANTA RITA,OTR RUA SANTA RITA,CELINA,CELINA,BARRETOS,BARRETOS,0,1
RUA,,CRISTIANO DE CARVALHO,CRISTIANO DE CARVALHO,JARDIM ARIZONA,JARDIM CALIFORNIA,BARRETOS,BARRETOS,1,0
AVENIDA,,MARIA IGNEZ LAPENA,MARIA IGNEZ LAPENA,JD SAO BENTO,JD SAO BENTO,ARARAQUARA,ARARAQUARA,1,1
AVENIDA,AVENIDA,DOM CARLOS CARMELO,DOM CARLOS CARMELO,JARDIM BOTANICO,JARDIM BOTANICO,ARARAQUARA,ARARAQUARA,1,1
RUA,RUA,JOSE NIGRO,JOSE NIGRO,VILA CERQUEIRA,VILA CERQUEIRA,AMERICO BRASILIENSE,AMERICO BRASILIENSE,1,1
,RUA,R VITOR BARBIERI,VITOR BARBIERI,JARDIM PLANALTO,JARDIM PLANALTO,AMERICO BRASILIENSE,AMERICO BRASILIENSE,1,1
,,RUA FRANCISCO LAROSA SOBRINHO,R FRANCISCO LAROSA SOBRINHO,VILA NOVAES,VILA NOVAES,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,1,1
,,HELDER MORENO,HELDER MORENO,JARDIM JOAO PAULO I,JARDIM JOAO PAULO I,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,1,1
,,R CEL ORLANDO PEREIRA BARRETO,ORLANDO PEREIRA BARRETO,JD ESTRELA,JD ESTRELA,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,1,1
,,AMAPA,AMAPA,SAN REMO,JD ORLANDO MASTROCO,VOTUPORANGA,VOTUPORANGA,1,0
,,ANTONIO JOSE DE SOUZA,ANTONIO JOSE DE SOUZA,CHACARA ARCO IRIS,CHACARAS ARCO IRIS,ARACATUBA,ARACATUBA,1,0
,RUA,ERALINA FERREIRA DO NASCIMENTO,ERALINA FERREIRA DO NASCIMENTO,RESIDENCIAL PEDRO M,RES PEDRO M BERBEL,BIRIGUI,BIRIGUI,1,1
,,PAULO SERRA,PAULO SERRA,CONJUNTO HABITACION,JOSE DIAS SANTOS,LINS,LINS,1,0
